"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042742","defense response to bacterium","239/4115","463/21192",0.516198704103672,2.65839196533779,17.7110113366578,2.14144785252613e-55,4.33643190136541e-52,3.47139967672657e-52,"AT1G02120/AT1G02450/AT1G02920/AT1G07000/AT1G08450/AT1G08720/AT1G08830/AT1G10170/AT1G12220/AT1G13960/AT1G14370/AT1G16540/AT1G17615/AT1G18570/AT1G19180/AT1G19250/AT1G21110/AT1G21120/AT1G22070/AT1G22890/AT1G26380/AT1G26410/AT1G26420/AT1G28520/AT1G31280/AT1G32230/AT1G32960/AT1G33560/AT1G35230/AT1G48490/AT1G51800/AT1G51890/AT1G53570/AT1G55020/AT1G59820/AT1G59870/AT1G60490/AT1G64280/AT1G65500/AT1G66340/AT1G66700/AT1G68765/AT1G70110/AT1G70130/AT1G70690/AT1G73260/AT1G73805/AT1G74710/AT1G76930/AT1G77920/AT1G79380/AT1G80460/AT1G80840/AT2G05940/AT2G13810/AT2G17520/AT2G19190/AT2G22300/AT2G23810/AT2G25000/AT2G25110/AT2G25470/AT2G29220/AT2G29250/AT2G30750/AT2G30770/AT2G30880/AT2G32680/AT2G37710/AT2G38470/AT2G39050/AT2G39200/AT2G39260/AT2G39660/AT2G40000/AT2G40750/AT2G42010/AT2G43790/AT2G44490/AT2G45220/AT2G46400/AT2G47130/AT3G01420/AT3G04720/AT3G05200/AT3G08870/AT3G09830/AT3G10930/AT3G11340/AT3G12620/AT3G14130/AT3G14460/AT3G19190/AT3G20600/AT3G21630/AT3G25070/AT3G26080/AT3G28450/AT3G28930/AT3G44670/AT3G44880/AT3G45330/AT3G45390/AT3G45410/AT3G45440/AT3G45860/AT3G46280/AT3G46510/AT3G48090/AT3G49120/AT3G50260/AT3G50950/AT3G52430/AT3G53810/AT3G54640/AT3G55150/AT3G55450/AT3G56400/AT3G57330/AT3G59700/AT3G59750/AT4G02410/AT4G03550/AT4G03960/AT4G04960/AT4G11470/AT4G11480/AT4G11530/AT4G11650/AT4G11850/AT4G12010/AT4G12480/AT4G12490/AT4G12500/AT4G12720/AT4G13040/AT4G13290/AT4G16890/AT4G18360/AT4G19660/AT4G19700/AT4G21400/AT4G22305/AT4G22330/AT4G23130/AT4G23140/AT4G23150/AT4G23160/AT4G23190/AT4G23200/AT4G23210/AT4G23220/AT4G23230/AT4G23240/AT4G23250/AT4G23260/AT4G23270/AT4G23280/AT4G23290/AT4G23300/AT4G23310/AT4G23810/AT4G25030/AT4G26070/AT4G26120/AT4G26750/AT4G28350/AT4G28420/AT4G28460/AT4G28490/AT4G31750/AT4G31800/AT4G33300/AT4G33430/AT4G34390/AT4G37460/AT4G39030/AT4G39950/AT5G01550/AT5G01560/AT5G01900/AT5G02310/AT5G02500/AT5G04720/AT5G05300/AT5G06320/AT5G13160/AT5G13320/AT5G14930/AT5G18370/AT5G22250/AT5G22540/AT5G22570/AT5G24110/AT5G24210/AT5G24530/AT5G24960/AT5G25440/AT5G26920/AT5G27420/AT5G37055/AT5G39670/AT5G40440/AT5G40990/AT5G42120/AT5G44070/AT5G44510/AT5G44568/AT5G44585/AT5G45050/AT5G45110/AT5G45250/AT5G45410/AT5G46050/AT5G46180/AT5G46350/AT5G46470/AT5G47220/AT5G48380/AT5G49520/AT5G51700/AT5G52640/AT5G52830/AT5G53120/AT5G54310/AT5G56030/AT5G57220/AT5G60270/AT5G60280/AT5G60310/AT5G60320/AT5G62570/AT5G63970/AT5G64440/AT5G64810/AT5G65210/AT5G65600/AT5G66210/AT5G66850",239
"GO:0098542","defense response to other organism","230/4115","477/21192",0.482180293501048,2.4831992174664,16.0831482317161,1.01645566940272e-46,1.02916136527026e-43,8.23864068884312e-44,"AT1G01040/AT1G01453/AT1G02450/AT1G04300/AT1G06160/AT1G08450/AT1G09970/AT1G10920/AT1G12220/AT1G12290/AT1G14200/AT1G14780/AT1G15890/AT1G17600/AT1G17615/AT1G18570/AT1G19250/AT1G22070/AT1G28380/AT1G29340/AT1G29690/AT1G29750/AT1G32960/AT1G44350/AT1G49040/AT1G49800/AT1G50180/AT1G51660/AT1G53570/AT1G56120/AT1G56140/AT1G56145/AT1G58390/AT1G58410/AT1G58602/AT1G58807/AT1G59620/AT1G59780/AT1G59870/AT1G61180/AT1G61380/AT1G63350/AT1G64280/AT1G64300/AT1G64460/AT1G66280/AT1G66340/AT1G69440/AT1G71220/AT1G72860/AT1G72890/AT1G73805/AT1G74710/AT1G75040/AT1G77300/AT2G02220/AT2G13790/AT2G13800/AT2G13810/AT2G14610/AT2G18660/AT2G23270/AT2G23620/AT2G25110/AT2G26560/AT2G30750/AT2G30770/AT2G32680/AT2G33580/AT2G35110/AT2G35970/AT2G38470/AT2G39660/AT2G43570/AT2G43790/AT2G43850/AT2G44490/AT3G01420/AT3G03300/AT3G03640/AT3G03970/AT3G04720/AT3G05200/AT3G07040/AT3G07690/AT3G09830/AT3G11820/AT3G12250/AT3G12500/AT3G14460/AT3G14470/AT3G14840/AT3G16030/AT3G20600/AT3G20610/AT3G21220/AT3G21630/AT3G22600/AT3G23550/AT3G25070/AT3G25882/AT3G26830/AT3G28450/AT3G44670/AT3G45860/AT3G48080/AT3G48090/AT3G49120/AT3G49530/AT3G50930/AT3G50950/AT3G52400/AT3G52430/AT3G54420/AT3G55560/AT3G55830/AT3G56400/AT3G57260/AT3G60120/AT3G60140/AT3G62600/AT4G01370/AT4G01895/AT4G02640/AT4G03550/AT4G04920/AT4G11470/AT4G11480/AT4G11530/AT4G11850/AT4G12480/AT4G12720/AT4G13290/AT4G16890/AT4G17720/AT4G19660/AT4G20380/AT4G21400/AT4G22305/AT4G22330/AT4G22470/AT4G22820/AT4G23130/AT4G23140/AT4G23150/AT4G23160/AT4G23170/AT4G23190/AT4G23200/AT4G23210/AT4G23220/AT4G23230/AT4G23240/AT4G23250/AT4G23260/AT4G23270/AT4G23280/AT4G23290/AT4G23300/AT4G23310/AT4G25230/AT4G26070/AT4G26750/AT4G27220/AT4G27260/AT4G28460/AT4G29040/AT4G29810/AT4G33430/AT4G34390/AT4G37150/AT4G37990/AT4G39030/AT4G39950/AT5G01950/AT5G02500/AT5G03320/AT5G03350/AT5G05300/AT5G05680/AT5G06330/AT5G06960/AT5G09978/AT5G10520/AT5G10760/AT5G13160/AT5G13190/AT5G13320/AT5G20480/AT5G24090/AT5G24540/AT5G24960/AT5G26920/AT5G27420/AT5G36970/AT5G37450/AT5G39610/AT5G40440/AT5G40990/AT5G41730/AT5G43560/AT5G43730/AT5G44420/AT5G44870/AT5G45050/AT5G45110/AT5G45250/AT5G45500/AT5G45800/AT5G46180/AT5G47070/AT5G47220/AT5G48380/AT5G50260/AT5G50440/AT5G51450/AT5G51700/AT5G52810/AT5G54610/AT5G55410/AT5G55450/AT5G55460/AT5G57220/AT5G60410/AT5G64890/AT5G64905/AT5G64930/AT5G65600/AT5G66850/AT5G66890",230
"GO:0009620","response to fungus","199/4115","387/21192",0.51421188630491,2.64815997437999,16.0629697624208,7.03732624715896e-46,4.7501952168323e-43,3.80262541074554e-43,"AT1G01440/AT1G03850/AT1G05010/AT1G06620/AT1G07000/AT1G08720/AT1G10920/AT1G11310/AT1G13960/AT1G15010/AT1G17420/AT1G17615/AT1G17780/AT1G18290/AT1G19250/AT1G21250/AT1G22190/AT1G24140/AT1G24150/AT1G25280/AT1G25540/AT1G28190/AT1G28380/AT1G32940/AT1G32960/AT1G33560/AT1G37130/AT1G43640/AT1G45145/AT1G47128/AT1G49050/AT1G51800/AT1G53320/AT1G53570/AT1G56540/AT1G59820/AT1G59870/AT1G61850/AT1G63880/AT1G64070/AT1G64280/AT1G66700/AT1G69840/AT1G70170/AT1G73260/AT1G74080/AT1G74710/AT1G78410/AT1G79670/AT1G79680/AT1G80840/AT2G01650/AT2G04050/AT2G06050/AT2G14560/AT2G17740/AT2G22300/AT2G25000/AT2G25110/AT2G30020/AT2G30770/AT2G31260/AT2G31865/AT2G31870/AT2G32680/AT2G33380/AT2G35000/AT2G35940/AT2G38240/AT2G38470/AT2G38870/AT2G39660/AT2G40140/AT2G40750/AT2G41160/AT2G43510/AT2G43580/AT2G43790/AT2G45220/AT2G46440/AT2G46450/AT3G01290/AT3G01420/AT3G02260/AT3G03970/AT3G04220/AT3G05360/AT3G05710/AT3G09940/AT3G11820/AT3G12500/AT3G13790/AT3G16030/AT3G19190/AT3G19260/AT3G21630/AT3G22600/AT3G25020/AT3G25180/AT3G25780/AT3G26830/AT3G28450/AT3G44326/AT3G44860/AT3G45330/AT3G45390/AT3G45410/AT3G48990/AT3G49120/AT3G50460/AT3G50470/AT3G50480/AT3G51430/AT3G51440/AT3G51450/AT3G52400/AT3G55150/AT3G55970/AT3G56400/AT3G56740/AT3G59640/AT3G59660/AT3G60190/AT3G62770/AT4G01090/AT4G01370/AT4G02195/AT4G02330/AT4G03550/AT4G06634/AT4G10500/AT4G11260/AT4G12480/AT4G12490/AT4G16760/AT4G17720/AT4G19040/AT4G19060/AT4G19230/AT4G19660/AT4G19700/AT4G20000/AT4G20830/AT4G21980/AT4G22330/AT4G23570/AT4G26120/AT4G27320/AT4G31180/AT4G31800/AT4G33300/AT4G33430/AT4G34390/AT5G02310/AT5G02500/AT5G03890/AT5G04720/AT5G05190/AT5G05600/AT5G08790/AT5G10380/AT5G10520/AT5G12340/AT5G12870/AT5G17290/AT5G17350/AT5G24090/AT5G24530/AT5G25910/AT5G26170/AT5G26920/AT5G37840/AT5G38280/AT5G39580/AT5G40280/AT5G40990/AT5G43580/AT5G44585/AT5G45110/AT5G45900/AT5G46350/AT5G47860/AT5G47910/AT5G50260/AT5G51570/AT5G51700/AT5G52020/AT5G55390/AT5G57220/AT5G60280/AT5G62740/AT5G64120/AT5G64750/AT5G64810/AT5G66850/AT5G66890/AT5G66900/AT5G66910/AT5G67620",199
"GO:0002376","immune system process","190/4115","364/21192",0.521978021978022,2.68815510127782,15.9475550167554,4.39271352997486e-45,2.22381122454977e-42,1.78020495688455e-42,"AT1G01040/AT1G04300/AT1G08450/AT1G09970/AT1G11300/AT1G11330/AT1G12220/AT1G14780/AT1G17600/AT1G17615/AT1G18570/AT1G19250/AT1G28380/AT1G29340/AT1G29690/AT1G29750/AT1G32960/AT1G49040/AT1G49800/AT1G53570/AT1G56120/AT1G56140/AT1G56145/AT1G59870/AT1G61360/AT1G61370/AT1G61380/AT1G61420/AT1G61430/AT1G61440/AT1G61460/AT1G61475/AT1G61480/AT1G61490/AT1G61550/AT1G61610/AT1G64060/AT1G64280/AT1G64300/AT1G64460/AT1G65790/AT1G65800/AT1G67470/AT1G67520/AT1G69440/AT1G71220/AT1G72860/AT1G72890/AT1G77300/AT2G02220/AT2G13790/AT2G13800/AT2G14610/AT2G23270/AT2G25110/AT2G26560/AT2G30750/AT2G30770/AT2G32680/AT2G33580/AT2G35110/AT2G35930/AT2G37150/AT2G39660/AT2G43790/AT2G43850/AT2G44490/AT3G03300/AT3G03970/AT3G07040/AT3G09830/AT3G11820/AT3G11840/AT3G14840/AT3G16030/AT3G20600/AT3G21220/AT3G21630/AT3G22600/AT3G25070/AT3G28450/AT3G29400/AT3G44670/AT3G45860/AT3G46510/AT3G48090/AT3G49120/AT3G50930/AT3G50950/AT3G52400/AT3G52430/AT3G52450/AT3G54420/AT3G55560/AT3G55830/AT3G56400/AT3G62600/AT4G00960/AT4G02640/AT4G03550/AT4G04490/AT4G04500/AT4G04510/AT4G04540/AT4G04570/AT4G11470/AT4G11480/AT4G11530/AT4G11850/AT4G11890/AT4G11900/AT4G12480/AT4G12720/AT4G13290/AT4G16890/AT4G17720/AT4G19660/AT4G20380/AT4G21230/AT4G21380/AT4G21390/AT4G21400/AT4G22305/AT4G23130/AT4G23140/AT4G23150/AT4G23160/AT4G23190/AT4G23200/AT4G23210/AT4G23220/AT4G23230/AT4G23240/AT4G23250/AT4G23260/AT4G23270/AT4G23280/AT4G23290/AT4G23300/AT4G23310/AT4G25230/AT4G27290/AT4G28460/AT4G29040/AT4G33430/AT4G34390/AT4G37990/AT4G38830/AT4G39030/AT4G39950/AT5G01950/AT5G03320/AT5G05300/AT5G05680/AT5G09978/AT5G13160/AT5G13190/AT5G13320/AT5G20480/AT5G24090/AT5G24960/AT5G25440/AT5G35580/AT5G37450/AT5G39610/AT5G40440/AT5G40990/AT5G43560/AT5G44870/AT5G45050/AT5G45110/AT5G45250/AT5G45800/AT5G46180/AT5G47070/AT5G47220/AT5G48380/AT5G50260/AT5G50440/AT5G51450/AT5G51700/AT5G54610/AT5G57220/AT5G60360/AT5G61010/AT5G64890/AT5G64905/AT5G64930/AT5G65600/AT5G66850",190
"GO:0006955","immune response","186/4115","360/21192",0.516666666666667,2.66080194410693,15.6012166487133,2.55655896923176e-43,1.03540638253886e-40,8.28863328971981e-41,"AT1G01040/AT1G04300/AT1G08450/AT1G09970/AT1G11300/AT1G11330/AT1G12220/AT1G14780/AT1G17600/AT1G17615/AT1G18570/AT1G19250/AT1G28380/AT1G29340/AT1G29690/AT1G29750/AT1G32960/AT1G49040/AT1G49800/AT1G53570/AT1G56120/AT1G56140/AT1G56145/AT1G59870/AT1G61360/AT1G61370/AT1G61380/AT1G61420/AT1G61430/AT1G61440/AT1G61460/AT1G61475/AT1G61480/AT1G61490/AT1G61550/AT1G61610/AT1G64280/AT1G64300/AT1G64460/AT1G65790/AT1G65800/AT1G67470/AT1G67520/AT1G69440/AT1G71220/AT1G72860/AT1G72890/AT1G77300/AT2G02220/AT2G13790/AT2G13800/AT2G14610/AT2G23270/AT2G25110/AT2G26560/AT2G30750/AT2G30770/AT2G32680/AT2G33580/AT2G35110/AT2G37150/AT2G39660/AT2G43790/AT2G43850/AT2G44490/AT3G03300/AT3G03970/AT3G07040/AT3G09830/AT3G11820/AT3G14840/AT3G16030/AT3G20600/AT3G21220/AT3G21630/AT3G22600/AT3G25070/AT3G28450/AT3G29400/AT3G44670/AT3G45860/AT3G46510/AT3G48090/AT3G49120/AT3G50930/AT3G50950/AT3G52400/AT3G52430/AT3G54420/AT3G55560/AT3G55830/AT3G56400/AT3G62600/AT4G00960/AT4G02640/AT4G03550/AT4G04490/AT4G04500/AT4G04510/AT4G04540/AT4G04570/AT4G11470/AT4G11480/AT4G11530/AT4G11850/AT4G11890/AT4G11900/AT4G12480/AT4G12720/AT4G13290/AT4G16890/AT4G17720/AT4G19660/AT4G20380/AT4G21230/AT4G21380/AT4G21390/AT4G21400/AT4G22305/AT4G23130/AT4G23140/AT4G23150/AT4G23160/AT4G23190/AT4G23200/AT4G23210/AT4G23220/AT4G23230/AT4G23240/AT4G23250/AT4G23260/AT4G23270/AT4G23280/AT4G23290/AT4G23300/AT4G23310/AT4G25230/AT4G27290/AT4G28460/AT4G29040/AT4G33430/AT4G34390/AT4G37990/AT4G38830/AT4G39030/AT4G39950/AT5G01950/AT5G03320/AT5G05300/AT5G05680/AT5G09978/AT5G13160/AT5G13190/AT5G13320/AT5G20480/AT5G24090/AT5G24960/AT5G25440/AT5G35580/AT5G37450/AT5G39610/AT5G40440/AT5G40990/AT5G43560/AT5G44870/AT5G45050/AT5G45110/AT5G45250/AT5G45800/AT5G46180/AT5G47070/AT5G47220/AT5G48380/AT5G50260/AT5G50440/AT5G51450/AT5G51700/AT5G54610/AT5G57220/AT5G60360/AT5G61010/AT5G64890/AT5G64905/AT5G64930/AT5G65600/AT5G66850",186
"GO:0140546","defense response to symbiont","185/4115","375/21192",0.493333333333333,2.54063669501823,14.7761624383912,1.8602971205104e-39,6.27850278172259e-37,5.02606590453687e-37,"AT1G01040/AT1G02450/AT1G04300/AT1G06160/AT1G08450/AT1G09970/AT1G12220/AT1G14780/AT1G17600/AT1G17615/AT1G18570/AT1G19250/AT1G22070/AT1G28380/AT1G29340/AT1G29690/AT1G29750/AT1G32960/AT1G44350/AT1G49040/AT1G49800/AT1G53570/AT1G56120/AT1G56140/AT1G56145/AT1G59870/AT1G61380/AT1G64280/AT1G64300/AT1G64460/AT1G66340/AT1G69440/AT1G71220/AT1G72860/AT1G72890/AT1G73805/AT1G74710/AT1G75040/AT1G77300/AT2G02220/AT2G13790/AT2G13800/AT2G13810/AT2G14610/AT2G18660/AT2G23270/AT2G23620/AT2G25110/AT2G26560/AT2G30750/AT2G30770/AT2G32680/AT2G33580/AT2G35110/AT2G38470/AT2G39660/AT2G43570/AT2G43790/AT2G43850/AT2G44490/AT3G01420/AT3G03300/AT3G03970/AT3G04720/AT3G07040/AT3G07690/AT3G09830/AT3G11820/AT3G12250/AT3G12500/AT3G14840/AT3G16030/AT3G20600/AT3G21220/AT3G21630/AT3G22600/AT3G25070/AT3G25882/AT3G26830/AT3G28450/AT3G44670/AT3G45860/AT3G48080/AT3G48090/AT3G49120/AT3G50930/AT3G52400/AT3G52430/AT3G54420/AT3G55560/AT3G55830/AT3G56400/AT3G57260/AT3G62600/AT4G01370/AT4G01895/AT4G02640/AT4G03550/AT4G04920/AT4G11470/AT4G11480/AT4G11530/AT4G11850/AT4G12480/AT4G12720/AT4G13290/AT4G16890/AT4G17720/AT4G19660/AT4G20380/AT4G21400/AT4G22305/AT4G23130/AT4G23140/AT4G23150/AT4G23160/AT4G23170/AT4G23190/AT4G23200/AT4G23210/AT4G23220/AT4G23230/AT4G23240/AT4G23250/AT4G23260/AT4G23270/AT4G23280/AT4G23290/AT4G23300/AT4G23310/AT4G25230/AT4G27260/AT4G28460/AT4G29040/AT4G33430/AT4G34390/AT4G37150/AT4G37990/AT4G39030/AT4G39950/AT5G01950/AT5G03320/AT5G03350/AT5G05300/AT5G05680/AT5G09978/AT5G10760/AT5G13160/AT5G13190/AT5G13320/AT5G20480/AT5G24090/AT5G24960/AT5G26920/AT5G37450/AT5G39610/AT5G40440/AT5G40990/AT5G43560/AT5G44420/AT5G44870/AT5G45050/AT5G45110/AT5G45250/AT5G45800/AT5G46180/AT5G47070/AT5G47220/AT5G48380/AT5G50260/AT5G50440/AT5G51450/AT5G51700/AT5G52810/AT5G54610/AT5G55410/AT5G55450/AT5G55460/AT5G57220/AT5G60410/AT5G64890/AT5G64905/AT5G64930/AT5G65600/AT5G66850",185
"GO:0012501","programmed cell death","124/4115","227/21192",0.54625550660793,2.81318267218353,13.4822355836188,2.45264636680619e-32,7.09515556111789e-30,5.67981263891959e-30,"AT1G02120/AT1G02170/AT1G08450/AT1G08720/AT1G08860/AT1G12220/AT1G12290/AT1G14780/AT1G16420/AT1G17615/AT1G19250/AT1G21750/AT1G28380/AT1G29030/AT1G29340/AT1G29690/AT1G32230/AT1G59870/AT1G64060/AT1G64280/AT1G64300/AT1G64460/AT1G71220/AT1G72860/AT1G72890/AT1G73260/AT1G77300/AT1G77890/AT1G79110/AT1G79340/AT2G13790/AT2G13800/AT2G17520/AT2G26300/AT2G26560/AT2G31880/AT2G32460/AT2G35110/AT2G38220/AT2G38530/AT3G07040/AT3G11440/AT3G11820/AT3G13610/AT3G20600/AT3G21220/AT3G21630/AT3G25070/AT3G25250/AT3G27090/AT3G44670/AT3G44880/AT3G45860/AT3G46510/AT3G48090/AT3G50260/AT3G50930/AT3G52400/AT3G52430/AT3G54420/AT3G55830/AT3G57330/AT4G02640/AT4G11470/AT4G11480/AT4G11530/AT4G12720/AT4G17720/AT4G19660/AT4G19700/AT4G20380/AT4G21400/AT4G22305/AT4G23130/AT4G23140/AT4G23150/AT4G23160/AT4G23170/AT4G23190/AT4G23200/AT4G23210/AT4G23220/AT4G23230/AT4G23240/AT4G23250/AT4G23260/AT4G23270/AT4G23280/AT4G23290/AT4G23300/AT4G23310/AT4G25110/AT4G25230/AT4G26466/AT4G33430/AT4G34180/AT4G34390/AT4G37990/AT4G38360/AT5G01450/AT5G06100/AT5G10380/AT5G13190/AT5G13320/AT5G20480/AT5G39610/AT5G42050/AT5G44870/AT5G45100/AT5G45110/AT5G45250/AT5G46180/AT5G47120/AT5G47130/AT5G47910/AT5G48380/AT5G50260/AT5G51290/AT5G51450/AT5G51700/AT5G60360/AT5G64530/AT5G64930/AT5G65600",124
"GO:0008219","cell death","124/4115","229/21192",0.541484716157205,2.78861339120377,13.358643444857,7.72294860856721e-32,1.95487136654358e-29,1.56491327068336e-29,"AT1G02120/AT1G02170/AT1G08450/AT1G08720/AT1G08860/AT1G12220/AT1G12290/AT1G14780/AT1G16420/AT1G17615/AT1G19250/AT1G21750/AT1G28380/AT1G29030/AT1G29340/AT1G29690/AT1G32230/AT1G59870/AT1G64060/AT1G64280/AT1G64300/AT1G64460/AT1G71220/AT1G72860/AT1G72890/AT1G73260/AT1G77300/AT1G77890/AT1G79110/AT1G79340/AT2G13790/AT2G13800/AT2G17520/AT2G26300/AT2G26560/AT2G31880/AT2G32460/AT2G35110/AT2G38220/AT2G38530/AT3G07040/AT3G11440/AT3G11820/AT3G13610/AT3G20600/AT3G21220/AT3G21630/AT3G25070/AT3G25250/AT3G27090/AT3G44670/AT3G44880/AT3G45860/AT3G46510/AT3G48090/AT3G50260/AT3G50930/AT3G52400/AT3G52430/AT3G54420/AT3G55830/AT3G57330/AT4G02640/AT4G11470/AT4G11480/AT4G11530/AT4G12720/AT4G17720/AT4G19660/AT4G19700/AT4G20380/AT4G21400/AT4G22305/AT4G23130/AT4G23140/AT4G23150/AT4G23160/AT4G23170/AT4G23190/AT4G23200/AT4G23210/AT4G23220/AT4G23230/AT4G23240/AT4G23250/AT4G23260/AT4G23270/AT4G23280/AT4G23290/AT4G23300/AT4G23310/AT4G25110/AT4G25230/AT4G26466/AT4G33430/AT4G34180/AT4G34390/AT4G37990/AT4G38360/AT5G01450/AT5G06100/AT5G10380/AT5G13190/AT5G13320/AT5G20480/AT5G39610/AT5G42050/AT5G44870/AT5G45100/AT5G45110/AT5G45250/AT5G46180/AT5G47120/AT5G47130/AT5G47910/AT5G48380/AT5G50260/AT5G51290/AT5G51450/AT5G51700/AT5G60360/AT5G64530/AT5G64930/AT5G65600",124
"GO:0045087","innate immune response","147/4115","297/21192",0.494949494949495,2.54895982915424,13.1962959897156,9.04887252439773e-32,2.03599631798949e-29,1.62985540205526e-29,"AT1G01040/AT1G04300/AT1G08450/AT1G09970/AT1G12220/AT1G14780/AT1G17600/AT1G17615/AT1G18570/AT1G19250/AT1G28380/AT1G29340/AT1G29690/AT1G29750/AT1G32960/AT1G49040/AT1G49800/AT1G53570/AT1G56120/AT1G56140/AT1G56145/AT1G59870/AT1G61380/AT1G64280/AT1G64300/AT1G64460/AT1G69440/AT1G71220/AT1G72860/AT1G72890/AT1G77300/AT2G02220/AT2G13790/AT2G13800/AT2G23270/AT2G25110/AT2G26560/AT2G30750/AT2G30770/AT2G32680/AT2G33580/AT2G35110/AT2G39660/AT2G43790/AT2G43850/AT2G44490/AT3G03300/AT3G03970/AT3G07040/AT3G09830/AT3G11820/AT3G14840/AT3G16030/AT3G20600/AT3G21220/AT3G21630/AT3G22600/AT3G25070/AT3G28450/AT3G44670/AT3G45860/AT3G48090/AT3G49120/AT3G50930/AT3G52400/AT3G52430/AT3G54420/AT3G55560/AT3G55830/AT3G56400/AT3G62600/AT4G02640/AT4G03550/AT4G11470/AT4G11480/AT4G11530/AT4G11850/AT4G12480/AT4G12720/AT4G13290/AT4G16890/AT4G17720/AT4G19660/AT4G20380/AT4G21400/AT4G22305/AT4G23130/AT4G23140/AT4G23150/AT4G23160/AT4G23190/AT4G23200/AT4G23210/AT4G23220/AT4G23230/AT4G23240/AT4G23250/AT4G23260/AT4G23270/AT4G23280/AT4G23290/AT4G23300/AT4G23310/AT4G25230/AT4G28460/AT4G29040/AT4G33430/AT4G34390/AT4G37990/AT4G39030/AT4G39950/AT5G01950/AT5G03320/AT5G05300/AT5G05680/AT5G09978/AT5G13160/AT5G13190/AT5G13320/AT5G20480/AT5G24090/AT5G24960/AT5G37450/AT5G39610/AT5G40440/AT5G40990/AT5G43560/AT5G44870/AT5G45050/AT5G45110/AT5G45250/AT5G45800/AT5G46180/AT5G47070/AT5G47220/AT5G48380/AT5G50260/AT5G50440/AT5G51450/AT5G51700/AT5G54610/AT5G57220/AT5G64890/AT5G64905/AT5G64930/AT5G65600/AT5G66850",147
"GO:0009626","plant-type hypersensitive response","77/4115","112/21192",0.6875,3.54058323207776,13.2331121084863,7.57233177617688e-30,1.53339718467582e-27,1.22751483529604e-27,"AT1G08450/AT1G12220/AT1G14780/AT1G17615/AT1G19250/AT1G28380/AT1G29340/AT1G29690/AT1G59870/AT1G64300/AT1G64460/AT1G71220/AT1G72860/AT1G72890/AT1G77300/AT2G13790/AT2G13800/AT2G26560/AT2G35110/AT3G07040/AT3G11820/AT3G20600/AT3G21220/AT3G21630/AT3G25070/AT3G44670/AT3G45860/AT3G48090/AT3G50930/AT3G52400/AT3G52430/AT3G54420/AT3G55830/AT4G02640/AT4G11470/AT4G11480/AT4G11530/AT4G12720/AT4G17720/AT4G19660/AT4G20380/AT4G21400/AT4G22305/AT4G23130/AT4G23140/AT4G23150/AT4G23160/AT4G23190/AT4G23200/AT4G23210/AT4G23220/AT4G23230/AT4G23240/AT4G23250/AT4G23260/AT4G23270/AT4G23280/AT4G23290/AT4G23300/AT4G23310/AT4G25230/AT4G33430/AT4G34390/AT4G37990/AT5G13190/AT5G13320/AT5G20480/AT5G44870/AT5G45110/AT5G45250/AT5G46180/AT5G48380/AT5G50260/AT5G51450/AT5G51700/AT5G64930/AT5G65600",77
